,nr.,factorA,factorB,citric catoda,residual butanol,caroton,stable nodinol,sulfur in nodinol,density,pH,noracid,lacapon,quality class
22,22,5.266666666666667,0.2866666666666667,0.13999999999999999,1.0666666666666667,0.07066666666666667,6.666666666666667,24.666666666666668,0.6644,2.1133333333333333,0.6066666666666667,6.333333333333333,1
23,23,5.666666666666667,0.32666666666666666,0.07333333333333333,1.5333333333333332,0.056,6.0,44.666666666666664,0.6645333333333333,2.1133333333333333,0.35333333333333333,6.266666666666667,1
24,24,4.6000000000000005,0.26666666666666666,0.09333333333333334,1.5999999999999999,0.05666666666666667,14.0,26.666666666666668,0.6645333333333333,2.2866666666666666,0.42,6.466666666666666,2
25,25,4.2,0.26,0.10666666666666667,0.9333333333333332,0.05333333333333334,7.333333333333333,15.333333333333334,0.6636666666666667,2.2266666666666666,0.37333333333333335,6.2,1
26,26,5.066666666666666,0.2733333333333333,0.16,1.2,0.05333333333333334,2.6666666666666665,7.333333333333333,0.6641333333333334,2.1866666666666665,0.3933333333333333,6.333333333333333,1
27,27,5.266666666666667,0.2866666666666667,0.13999999999999999,1.0666666666666667,0.07066666666666667,6.666666666666667,24.666666666666668,0.6644,2.1133333333333333,0.6066666666666667,6.333333333333333,1
28,28,4.733333333333333,0.47333333333333333,0.0,1.2666666666666666,0.05333333333333334,9.333333333333334,23.333333333333332,0.6648,2.3133333333333335,0.3666666666666667,6.266666666666667,1
29,29,5.2,0.43,0.0,1.3333333333333333,0.05466666666666666,5.333333333333333,10.666666666666666,0.6642666666666667,2.2533333333333334,0.3933333333333333,6.533333333333334,2
30,30,4.466666666666667,0.45,0.04666666666666667,1.5999999999999999,0.05933333333333334,11.333333333333334,54.666666666666664,0.6638666666666667,2.2333333333333334,0.36000000000000004,6.733333333333333,1
31,31,4.6000000000000005,0.4566666666666667,0.0,1.6666666666666667,0.06999999999999999,14.666666666666666,24.666666666666668,0.6644,2.3066666666666666,0.37999999999999995,7.066666666666666,2
32,32,5.533333333333334,0.4366666666666667,0.08,1.5333333333333332,0.05533333333333334,10.0,75.33333333333333,0.6644,2.1133333333333333,0.44,6.533333333333334,1
33,33,4.6000000000000005,0.4033333333333333,0.08,7.133333333333333,0.048666666666666664,26.666666666666668,55.333333333333336,0.6662,2.3000000000000003,0.3466666666666667,6.266666666666667,2
34,34,3.466666666666667,0.21333333333333335,0.16666666666666666,1.2,0.06866666666666667,8.666666666666666,33.333333333333336,0.6638000000000001,2.2533333333333334,0.3666666666666667,6.133333333333333,1
35,35,5.2,0.43,0.0,3.6666666666666665,0.057333333333333326,3.3333333333333335,12.0,0.6657333333333334,2.2666666666666666,0.3666666666666667,6.3999999999999995,2
36,36,5.2,0.39999999999999997,0.09333333333333334,1.5999999999999999,0.057333333333333326,2.0,10.0,0.665,2.28,0.39999999999999997,7.2,2
37,37,5.3999999999999995,0.25333333333333335,0.18666666666666668,1.4000000000000001,0.044000000000000004,8.666666666666666,20.0,0.6645333333333333,2.1533333333333333,0.48666666666666664,6.466666666666666,3
38,38,3.8000000000000003,0.7533333333333333,0.06,1.0,0.11466666666666665,4.666666666666667,12.666666666666666,0.6626666666666666,2.3333333333333335,0.32,6.533333333333334,0
39,39,4.866666666666666,0.3,0.24,3.9333333333333336,0.04933333333333334,8.0,58.0,0.6652,2.22,0.5533333333333333,7.0,1
40,40,4.866666666666666,0.3,0.24,3.9333333333333336,0.04933333333333334,8.0,58.0,0.6652,2.22,0.5533333333333333,7.0,1
41,41,5.866666666666667,0.4066666666666667,0.19999999999999998,1.8666666666666665,0.05866666666666667,11.333333333333334,30.666666666666668,0.6650666666666667,2.1733333333333333,0.34,6.2,0
42,42,5.0,0.32666666666666666,0.13333333333333333,1.7333333333333334,0.22133333333333335,5.333333333333333,9.333333333333334,0.6645333333333333,2.14,0.6,7.0,2
43,43,5.3999999999999995,0.44,0.14666666666666667,1.4666666666666668,0.046000000000000006,6.0,15.333333333333334,0.6645333333333333,2.1999999999999997,0.7999999999999999,6.866666666666667,1
44,44,4.533333333333333,0.4466666666666667,0.013333333333333334,1.2,0.03333333333333333,3.3333333333333335,7.333333333333333,0.6641333333333334,2.32,0.3466666666666667,6.333333333333333,1
45,45,3.0666666666666664,0.3466666666666667,0.09999999999999999,1.4000000000000001,0.036000000000000004,5.333333333333333,43.333333333333336,0.6622666666666667,2.6,0.37333333333333335,8.733333333333333,0
46,46,5.133333333333334,0.6233333333333334,0.2866666666666667,1.4666666666666668,0.076,14.666666666666666,76.0,0.6646666666666666,2.1666666666666665,0.48666666666666664,6.133333333333333,1
47,47,5.8,0.19333333333333333,0.3466666666666667,1.0666666666666667,0.07533333333333334,8.0,24.666666666666668,0.6646,2.1666666666666665,0.38666666666666666,6.333333333333333,1
48,48,4.266666666666667,0.26666666666666666,0.15333333333333335,1.0666666666666667,0.044000000000000004,3.3333333333333335,8.0,0.6638666666666667,2.2266666666666666,0.37333333333333335,6.133333333333333,1
49,49,3.733333333333333,0.20666666666666667,0.24666666666666667,0.9333333333333332,0.04933333333333334,8.0,64.0,0.6636,2.2133333333333334,0.38666666666666666,6.133333333333333,1
50,50,5.866666666666667,0.44,0.17333333333333334,1.1333333333333333,0.04933333333333334,2.6666666666666665,15.333333333333334,0.6647333333333333,2.1,0.49333333333333335,6.133333333333333,1
51,51,4.3999999999999995,0.3466666666666667,0.02666666666666667,1.4666666666666668,0.046000000000000006,5.333333333333333,10.0,0.6637333333333334,2.2666666666666666,0.42,6.266666666666667,2
52,52,4.3999999999999995,0.3333333333333333,0.02666666666666667,1.4000000000000001,0.04533333333333334,4.0,9.333333333333334,0.6636666666666667,2.2600000000000002,0.4266666666666667,6.266666666666667,2
53,53,5.733333333333333,0.25333333333333335,0.24,2.0,0.054,20.0,79.33333333333333,0.6646666666666666,2.1333333333333333,0.37333333333333335,6.266666666666667,1
54,54,5.066666666666666,0.34,0.09999999999999999,1.8666666666666665,0.07333333333333333,22.0,48.666666666666664,0.6636666666666667,2.1133333333333333,0.42,6.8,2
55,55,5.133333333333334,0.41333333333333333,0.02666666666666667,2.533333333333333,0.056,16.666666666666668,30.0,0.6652,2.2266666666666666,0.35333333333333333,6.333333333333333,1
56,56,6.8,0.27999999999999997,0.37999999999999995,2.2666666666666666,0.04666666666666667,2.6666666666666665,6.666666666666667,0.6647333333333333,2.026666666666667,0.42,6.3999999999999995,1
57,57,5.0,0.42,0.08,3.4,0.074,33.333333333333336,73.33333333333333,0.6655333333333333,2.1733333333333333,0.5133333333333333,6.266666666666667,1
58,58,5.2,0.3933333333333333,0.12,1.5333333333333332,0.050666666666666665,11.333333333333334,36.0,0.665,2.2866666666666666,0.3933333333333333,6.666666666666667,1
59,59,4.866666666666666,0.26,0.20666666666666667,1.5999999999999999,0.04933333333333334,6.0,30.666666666666668,0.6641333333333334,2.2733333333333334,0.36000000000000004,6.266666666666667,2
60,60,5.866666666666667,0.26666666666666666,0.26666666666666666,1.4666666666666668,0.05266666666666667,12.666666666666666,34.666666666666664,0.6653333333333333,2.2933333333333334,0.4266666666666667,6.133333333333333,1
61,61,5.133333333333334,0.45999999999999996,0.32666666666666666,1.2,0.07666666666666667,13.333333333333334,74.66666666666667,0.6645333333333333,2.14,0.47333333333333333,6.2,1
62,62,5.0,0.3466666666666667,0.10666666666666667,1.2666666666666666,0.05666666666666667,8.0,23.333333333333332,0.6645333333333333,2.2533333333333334,0.41333333333333333,6.333333333333333,3
63,63,4.666666666666667,0.49,0.03333333333333333,1.3333333333333333,0.054,8.666666666666666,36.0,0.6644,2.2600000000000002,0.37999999999999995,6.533333333333334,1
64,64,4.8,0.48333333333333334,0.03333333333333333,3.1,0.057333333333333326,2.6666666666666665,7.333333333333333,0.6641333333333334,2.2733333333333334,0.26,7.266666666666667,1
65,65,4.8,0.48333333333333334,0.03333333333333333,3.1,0.057333333333333326,2.6666666666666665,7.333333333333333,0.6641333333333334,2.2733333333333334,0.26,7.266666666666667,1
66,66,5.0,0.3466666666666667,0.07333333333333333,1.0,0.05266666666666667,7.333333333333333,26.0,0.6645333333333333,2.28,0.38666666666666666,6.3999999999999995,1
67,67,4.3999999999999995,0.47,0.04666666666666667,1.0666666666666667,0.050666666666666665,4.0,10.0,0.6641333333333334,2.2933333333333334,0.38666666666666666,7.133333333333333,1
68,68,6.2,0.21333333333333335,0.37999999999999995,1.3333333333333333,0.04933333333333334,18.0,43.333333333333336,0.6646,2.1866666666666665,0.5266666666666667,7.133333333333333,1
69,69,5.333333333333333,0.47,0.03333333333333333,1.2666666666666666,0.04933333333333334,5.333333333333333,12.666666666666666,0.6641333333333334,2.2266666666666666,0.6333333333333333,7.0,2
70,70,5.133333333333334,0.42,0.05333333333333334,1.2666666666666666,0.050666666666666665,10.0,18.0,0.6644666666666666,2.2133333333333334,0.36000000000000004,6.333333333333333,2
71,71,5.133333333333334,0.4466666666666667,0.15333333333333335,1.4000000000000001,0.05866666666666667,11.333333333333334,64.0,0.6641333333333334,2.2133333333333334,0.32,6.333333333333333,1
72,72,5.133333333333334,0.45999999999999996,0.14666666666666667,1.2666666666666666,0.056,12.0,62.666666666666664,0.6640666666666667,2.2066666666666666,0.32,6.333333333333333,1
73,73,5.533333333333334,0.45,0.17333333333333334,1.4000000000000001,0.056,7.333333333333333,28.666666666666668,0.6650666666666667,2.2066666666666666,0.35333333333333333,6.133333333333333,0
74,74,6.466666666666666,0.21333333333333335,0.36000000000000004,1.6666666666666667,0.06266666666666666,18.666666666666668,55.333333333333336,0.6656,2.1866666666666665,0.5466666666666666,6.3999999999999995,1
75,75,5.866666666666667,0.2733333333333333,0.4266666666666667,1.4666666666666668,0.062,6.0,28.0,0.6657333333333334,2.36,0.44,7.0,1
76,76,5.866666666666667,0.2733333333333333,0.4266666666666667,1.4666666666666668,0.062,6.0,28.0,0.6657333333333334,2.36,0.44,7.0,1
77,77,4.533333333333333,0.5233333333333333,0.0,1.5999999999999999,0.06933333333333333,9.333333333333334,20.0,0.6644,2.3466666666666667,0.3666666666666667,7.133333333333333,2
78,78,4.466666666666667,0.5,0.08,1.3333333333333333,0.057333333333333326,8.0,53.333333333333336,0.6638666666666667,2.2533333333333334,0.3466666666666667,6.733333333333333,1
79,79,5.533333333333334,0.4166666666666667,0.13333333333333333,1.0,0.05333333333333334,18.0,79.33333333333333,0.6648,2.106666666666667,0.7466666666666667,6.066666666666666,0
80,80,4.133333333333334,0.3,0.13333333333333333,1.0666666666666667,0.046000000000000006,2.0,10.0,0.6638666666666667,2.2733333333333334,0.37333333333333335,6.133333333333333,1
81,81,5.2,0.2866666666666667,0.4666666666666666,1.2666666666666666,0.30933333333333335,14.666666666666666,44.666666666666664,0.6649333333333333,2.0866666666666664,0.8533333333333334,6.266666666666667,1
82,82,4.933333333333334,0.3333333333333333,0.3133333333333333,1.3333333333333333,0.057333333333333326,14.0,48.666666666666664,0.6646666666666666,2.2399999999999998,0.37999999999999995,6.066666666666666,1
83,83,4.866666666666666,0.4466666666666667,0.17333333333333334,1.2,0.26733333333333337,10.666666666666666,34.0,0.6646,2.106666666666667,0.7599999999999999,6.266666666666667,1
84,84,4.2,0.19999999999999998,0.32,1.2,0.046000000000000006,12.0,40.666666666666664,0.6639333333333334,2.2933333333333334,0.52,6.866666666666667,2
85,85,4.6000000000000005,0.3666666666666667,0.09999999999999999,1.4666666666666668,0.050666666666666665,12.666666666666666,26.666666666666668,0.6640666666666667,2.2733333333333334,0.3933333333333333,6.733333333333333,1
86,86,5.733333333333333,0.32666666666666666,0.18666666666666668,1.2666666666666666,0.07333333333333333,13.333333333333334,90.66666666666667,0.6648,1.9533333333333334,1.3,6.6000000000000005,2
87,87,5.133333333333334,0.32666666666666666,0.17333333333333334,1.2666666666666666,0.04133333333333333,6.0,20.666666666666668,0.6644,2.2600000000000002,0.4266666666666667,6.3999999999999995,1
88,88,6.2,0.26,0.29333333333333333,1.4000000000000001,0.07133333333333333,22.666666666666668,83.33333333333333,0.6652,2.0933333333333333,0.8133333333333334,6.333333333333333,1
89,89,4.666666666666667,0.41333333333333333,0.05333333333333334,1.2,0.050666666666666665,5.333333333333333,16.0,0.6652,2.32,0.35333333333333333,6.0,1
90,90,5.266666666666667,0.3466666666666667,0.17333333333333334,1.2666666666666666,0.05266666666666667,28.0,93.33333333333333,0.6642666666666667,2.1533333333333333,0.36000000000000004,6.333333333333333,1
91,91,5.733333333333333,0.32666666666666666,0.18666666666666668,1.2666666666666666,0.07333333333333333,13.333333333333334,90.66666666666667,0.6648,1.9533333333333334,1.3,6.6000000000000005,2
92,92,5.733333333333333,0.32666666666666666,0.19333333333333333,1.3333333333333333,0.07333333333333333,12.666666666666666,88.66666666666667,0.6648,1.9533333333333334,1.32,6.533333333333334,1
93,93,5.133333333333334,0.32666666666666666,0.17333333333333334,1.2666666666666666,0.04133333333333333,6.0,20.666666666666668,0.6644,2.2600000000000002,0.4266666666666667,6.3999999999999995,1
94,94,3.3333333333333335,0.68,0.02666666666666667,0.9333333333333332,0.03,27.333333333333332,56.666666666666664,0.6625333333333333,2.5,0.32,7.0,0
95,95,3.1333333333333333,0.39999999999999997,0.11333333333333334,1.5333333333333332,0.03866666666666667,11.333333333333334,70.66666666666667,0.6621333333333334,2.566666666666667,0.39999999999999997,8.6,2
96,96,4.533333333333333,0.5166666666666667,0.0,2.0,0.06799999999999999,5.333333333333333,15.333333333333334,0.6643333333333333,2.3000000000000003,0.37333333333333335,7.133333333333333,1
97,97,4.666666666666667,0.3333333333333333,0.16666666666666666,1.3333333333333333,0.04666666666666667,2.0,14.666666666666666,0.6642,2.1666666666666665,0.42,6.133333333333333,1
98,98,5.066666666666666,0.6,0.04,1.6666666666666667,0.05266666666666667,3.3333333333333335,6.666666666666667,0.6644666666666666,2.2600000000000002,0.37333333333333335,6.533333333333334,1
99,99,5.3999999999999995,0.36333333333333334,0.12,1.2666666666666666,0.05333333333333334,8.666666666666666,23.333333333333332,0.6648,2.1999999999999997,0.3933333333333333,6.0,2
100,100,5.533333333333334,0.4066666666666667,0.19999999999999998,1.4000000000000001,0.056,7.333333333333333,33.333333333333336,0.6648,2.2666666666666666,0.4066666666666667,6.8,2
101,101,5.2,0.3333333333333333,0.19999999999999998,1.2666666666666666,0.049999999999999996,5.333333333333333,14.666666666666666,0.6639333333333334,2.2066666666666666,0.37333333333333335,6.933333333333334,2
102,102,5.3999999999999995,0.36333333333333334,0.12,1.2666666666666666,0.05333333333333334,8.666666666666666,23.333333333333332,0.6648,2.1999999999999997,0.3933333333333333,6.0,2
103,103,5.3999999999999995,0.3833333333333333,0.14666666666666667,1.4000000000000001,0.051333333333333335,8.0,43.333333333333336,0.6644666666666666,2.1933333333333334,0.34,6.133333333333333,1
104,104,4.8,0.32666666666666666,0.16,1.4666666666666668,0.04666666666666667,3.3333333333333335,24.0,0.664,2.22,0.32,6.266666666666667,1
105,105,5.3999999999999995,0.3833333333333333,0.14666666666666667,1.4000000000000001,0.051333333333333335,8.0,43.333333333333336,0.6644666666666666,2.1933333333333334,0.34,6.133333333333333,1
106,106,5.2,0.2733333333333333,0.45333333333333337,1.1333333333333333,0.31133333333333335,12.0,46.0,0.6648666666666666,2.0533333333333332,0.8733333333333334,6.2,1
107,107,4.133333333333334,0.42,0.20666666666666667,1.1333333333333333,0.05866666666666667,10.0,42.666666666666664,0.6646,2.3066666666666666,0.5266666666666667,6.2,1
108,108,5.333333333333333,0.22,0.35333333333333333,1.6666666666666667,0.06066666666666667,12.0,53.333333333333336,0.6650666666666667,2.2466666666666666,0.5333333333333333,6.3999999999999995,2
109,109,5.3999999999999995,0.5233333333333333,0.3466666666666667,1.3333333333333333,0.08133333333333333,24.666666666666668,102.0,0.6646,2.14,0.45999999999999996,6.2,1
110,110,5.2,0.37333333333333335,0.12666666666666668,1.2,0.06933333333333333,8.0,31.333333333333332,0.6642666666666667,2.1266666666666665,0.62,6.333333333333333,1
111,111,5.6000000000000005,0.41333333333333333,0.06,1.4666666666666668,0.056,7.333333333333333,72.0,0.6642666666666667,2.1,0.44,6.533333333333334,1
112,112,5.6000000000000005,0.39999999999999997,0.06666666666666667,1.4666666666666668,0.05666666666666667,9.333333333333334,74.0,0.6642666666666667,2.1,0.44,6.533333333333334,1
113,113,6.733333333333333,0.20666666666666667,0.29333333333333333,1.5333333333333332,0.05333333333333334,14.666666666666666,30.666666666666668,0.6658666666666667,2.2133333333333334,0.4466666666666667,6.466666666666666,2
114,114,5.2,0.37333333333333335,0.12666666666666668,1.2,0.06933333333333333,8.0,31.333333333333332,0.6642666666666667,2.1266666666666665,0.62,6.333333333333333,1
115,115,6.266666666666667,0.26666666666666666,0.20666666666666667,1.4666666666666668,0.06,8.666666666666666,41.333333333333336,0.6644,2.0466666666666664,0.42,7.0,2
116,116,5.533333333333334,0.36000000000000004,0.18666666666666668,1.2666666666666666,0.051333333333333335,7.333333333333333,26.666666666666668,0.6652,2.2600000000000002,0.4066666666666667,6.666666666666667,2
117,117,5.2,0.37333333333333335,0.08,1.3333333333333333,0.05466666666666666,4.666666666666667,18.666666666666668,0.6646666666666666,2.2466666666666666,0.3333333333333333,6.266666666666667,2
118,118,5.866666666666667,0.3666666666666667,0.02666666666666667,1.4666666666666668,0.07933333333333333,9.333333333333334,37.333333333333336,0.6641333333333334,2.14,0.39999999999999997,7.266666666666667,2
119,119,4.666666666666667,0.45999999999999996,0.05333333333333334,1.2,0.06466666666666666,14.666666666666666,59.333333333333336,0.6639333333333334,2.2266666666666666,0.36000000000000004,6.133333333333333,2
120,120,4.866666666666666,0.7133333333333334,0.06,1.1333333333333333,0.11866666666666668,6.666666666666667,59.333333333333336,0.6641333333333334,2.1999999999999997,0.37999999999999995,6.0,1
121,121,5.866666666666667,0.3666666666666667,0.02666666666666667,1.4666666666666668,0.07933333333333333,9.333333333333334,37.333333333333336,0.6641333333333334,2.14,0.39999999999999997,7.266666666666667,2
122,122,4.866666666666666,0.4633333333333333,0.0,1.6666666666666667,0.049999999999999996,2.0,8.666666666666666,0.6653333333333333,2.3266666666666667,0.3466666666666667,6.133333333333333,1
123,123,5.333333333333333,0.47333333333333333,0.0,1.7333333333333334,0.05333333333333334,7.333333333333333,22.666666666666668,0.6650666666666667,2.2933333333333334,0.35333333333333333,6.333333333333333,1
124,124,5.2,0.3333333333333333,0.11333333333333334,1.0666666666666667,0.05466666666666666,14.0,68.0,0.664,2.2600000000000002,0.32,6.333333333333333,1
125,125,6.0,0.41333333333333333,0.02666666666666667,1.2666666666666666,0.09733333333333333,18.0,60.0,0.6656,2.106666666666667,0.4666666666666666,6.266666666666667,1
126,126,5.466666666666666,0.8866666666666667,0.0,1.1333333333333333,0.054,2.0,8.0,0.6642666666666667,2.353333333333333,0.32666666666666666,7.266666666666667,1
127,127,5.3999999999999995,0.8866666666666667,0.0,1.2,0.05466666666666666,2.0,8.0,0.6642666666666667,2.36,0.32,7.266666666666667,1
128,128,5.333333333333333,0.3933333333333333,0.10666666666666667,1.2,0.043333333333333335,2.0,10.666666666666666,0.6641333333333334,2.28,0.6133333333333334,7.0,3
129,129,4.066666666666666,0.25333333333333335,0.09999999999999999,1.2,0.04800000000000001,4.0,12.666666666666666,0.6636666666666667,2.28,0.37999999999999995,6.266666666666667,1
130,130,5.333333333333333,0.49666666666666665,0.37333333333333335,1.3333333333333333,0.07866666666666666,20.0,89.33333333333333,0.6645333333333333,2.16,0.44,6.266666666666667,1
131,131,3.733333333333333,0.3333333333333333,0.06,1.5333333333333332,0.03266666666666667,11.333333333333334,66.0,0.6624666666666666,2.42,0.42,8.666666666666666,1
132,132,3.733333333333333,0.3333333333333333,0.06,1.5333333333333332,0.03266666666666667,11.333333333333334,66.0,0.6624666666666666,2.42,0.42,8.666666666666666,1
133,133,4.3999999999999995,0.3333333333333333,0.006666666666666667,1.0,0.04,11.333333333333334,17.333333333333332,0.6634666666666666,2.2666666666666666,0.38666666666666666,6.533333333333334,2
134,134,5.266666666666667,0.6933333333333334,0.03333333333333333,1.4666666666666668,0.056,8.666666666666666,19.333333333333332,0.6639333333333334,2.146666666666667,0.3666666666666667,6.6000000000000005,2
135,135,5.6000000000000005,0.49666666666666665,0.07333333333333333,1.2666666666666666,0.06,10.666666666666666,42.0,0.6643333333333333,2.1266666666666665,0.5466666666666666,6.3999999999999995,1
136,136,5.533333333333334,0.4766666666666666,0.09999999999999999,1.2,0.05933333333333334,6.666666666666667,34.666666666666664,0.6645333333333333,2.1533333333333333,0.5133333333333333,6.333333333333333,1
137,137,4.8,0.27666666666666667,0.24,1.3333333333333333,0.054,8.666666666666666,30.0,0.6648,2.32,0.4266666666666667,6.133333333333333,1
138,138,5.2,0.37333333333333335,0.12666666666666668,1.4000000000000001,0.054,10.0,70.0,0.6641333333333334,2.22,0.36000000000000004,6.333333333333333,1
139,139,5.2,0.37333333333333335,0.12666666666666668,1.3333333333333333,0.054,11.333333333333334,72.0,0.6641333333333334,2.2133333333333334,0.36000000000000004,6.333333333333333,1
140,140,5.6000000000000005,0.49666666666666665,0.07333333333333333,1.2666666666666666,0.06,10.666666666666666,42.0,0.6643333333333333,2.1266666666666665,0.5466666666666666,6.3999999999999995,1
141,141,5.533333333333334,0.4766666666666666,0.09999999999999999,1.2,0.05933333333333334,6.666666666666667,34.666666666666664,0.6645333333333333,2.1533333333333333,0.5133333333333333,6.333333333333333,1
142,142,3.466666666666667,0.22666666666666668,0.0,1.2,0.03333333333333333,18.0,42.0,0.6610666666666667,2.4533333333333336,0.5266666666666667,9.333333333333334,2
143,143,4.2,0.26,0.05333333333333334,1.1333333333333333,0.044000000000000004,2.0,13.333333333333334,0.6636,2.2266666666666666,0.38666666666666666,6.266666666666667,1
144,144,3.466666666666667,0.22666666666666668,0.0,1.2,0.03333333333333333,18.0,42.0,0.6610666666666667,2.4533333333333336,0.5266666666666667,9.333333333333334,2
145,145,5.3999999999999995,0.4466666666666667,0.3666666666666667,1.2,0.078,21.333333333333332,94.0,0.6645333333333333,2.1133333333333333,0.41333333333333333,6.266666666666667,1
146,146,3.8666666666666667,0.45333333333333337,0.013333333333333334,1.2,0.057999999999999996,14.0,62.666666666666664,0.6629333333333333,2.36,0.3466666666666667,6.666666666666667,1
147,147,5.066666666666666,0.32666666666666666,0.17333333333333334,1.0666666666666667,0.15733333333333333,6.666666666666667,58.666666666666664,0.6645333333333333,2.0733333333333333,0.5333333333333333,6.2,1
148,148,4.6000000000000005,0.32666666666666666,0.06666666666666667,1.5333333333333332,0.04933333333333334,8.0,20.0,0.6639333333333334,2.28,0.38666666666666666,6.8,2
149,149,5.466666666666666,0.26666666666666666,0.29333333333333333,1.8666666666666665,0.05933333333333334,7.333333333333333,28.666666666666668,0.665,2.353333333333333,0.4066666666666667,7.0,2
150,150,4.866666666666666,0.22,0.3133333333333333,1.4000000000000001,0.051333333333333335,3.3333333333333335,7.333333333333333,0.6638666666666667,2.22,0.35333333333333333,6.866666666666667,2
151,151,6.133333333333333,0.3466666666666667,0.6666666666666666,2.2666666666666666,0.4066666666666667,21.333333333333332,46.0,0.6664,1.8266666666666669,1.3333333333333333,6.266666666666667,0
152,152,5.0,0.39999999999999997,0.02,1.2,0.06333333333333334,16.666666666666668,66.0,0.6633333333333333,2.2333333333333334,0.36000000000000004,6.733333333333333,1
153,153,5.0,0.39999999999999997,0.02,1.2,0.06333333333333334,16.666666666666668,66.0,0.6633333333333333,2.2333333333333334,0.36000000000000004,6.733333333333333,1
154,154,4.733333333333333,0.2866666666666667,0.27999999999999997,3.6666666666666665,0.04666666666666667,19.333333333333332,86.0,0.6648666666666666,2.28,0.48,7.0,1
155,155,4.733333333333333,0.2866666666666667,0.27999999999999997,3.6666666666666665,0.04733333333333333,18.666666666666668,85.33333333333333,0.6648666666666666,2.28,0.47333333333333333,7.0,1
